,rxn,flux
177,EX_co2_e_auto,0.9008844570308794
178,EX_co2_e_auto,0.900885379575934
179,EX_co2_e_auto,0.9008468016834084
180,EX_co2_e_auto,0.9008552570898956
181,EX_co2_e_auto,0.9008552567122566
182,EX_co2_e_auto,0.9008554394019946
183,EX_co2_e_auto,0.9008555340366128
184,EX_co2_e_auto,0.9008560109313136
185,EX_co2_e_auto,0.900855657998956
186,EX_co2_e_auto,0.900854837861242
187,EX_co2_e_auto,0.9008545302597992
188,EX_co2_e_auto,0.9008545286791824
189,EX_co2_e_auto,0.900854953500143
190,EX_co2_e_auto,0.900855302231273
191,EX_co2_e_auto,0.9008545717498504
192,EX_co2_e_auto,0.900854314588762
193,EX_co2_e_auto,0.900854312713456
194,EX_co2_e_auto,0.900854303020524
195,EX_co2_e_auto,0.9008543549373396
196,EX_co2_e_auto,0.9008543881701856
197,EX_co2_e_auto,0.9008543873231936
198,EX_co2_e_auto,0.9008544762121656
199,EX_co2_e_auto,0.9008542658027878
200,EX_co2_e_auto,0.9008543029338528
201,EX_co2_e_auto,0.9008543534848126
202,EX_co2_e_auto,0.9008544282895729
203,EX_co2_e_auto,0.9008546358782586
204,EX_co2_e_auto,0.9008546687661404
205,EX_co2_e_auto,0.9008548463680056
206,EX_co2_e_auto,0.9008548717463002
207,EX_co2_e_auto,0.9008548717485256
208,EX_co2_e_auto,0.9008548930090412
209,EX_co2_e_auto,0.9008546057543112
210,EX_co2_e_auto,0.9008548449700576
211,EX_co2_e_auto,0.9008544662052914
212,EX_co2_e_auto,0.9008542896232627
213,EX_co2_e_auto,0.900854308481414
214,EX_co2_e_auto,0.900854307991511
215,EX_co2_e_auto,0.9008543091517812
216,EX_co2_e_auto,0.9008543531869384
217,EX_co2_e_auto,0.9008543497008712
218,EX_co2_e_auto,0.9008542527067104
219,EX_co2_e_auto,0.90085320623145
220,EX_co2_e_auto,0.9008532501333602
221,EX_co2_e_auto,0.9008533030767196
222,EX_co2_e_auto,0.900853339110108
223,EX_co2_e_auto,0.9008532803996432
224,EX_co2_e_auto,0.9008531656537806
225,EX_co2_e_auto,0.9008531641123269
226,EX_co2_e_auto,0.9008532362336202
227,EX_co2_e_auto,0.900852678416165
228,EX_co2_e_auto,0.9008527033739112
229,EX_co2_e_auto,0.9008528615283636
230,EX_co2_e_auto,0.9008528322019014
231,EX_co2_e_auto,0.9008528929600218
232,EX_co2_e_auto,0.9008522285608144
233,EX_co2_e_auto,0.9008524133697766
234,EX_co2_e_auto,0.900852257690841
235,EX_co2_e_auto,0.900852226367795
236,EX_co2_e_auto,0.9008521943813664
237,EX_co2_e_auto,0.9008522805503824
238,EX_co2_e_auto,0.9008518996631534
239,EX_co2_e_auto,0.9008520585788796
240,EX_co2_e_auto,0.900852078087478
241,EX_co2_e_auto,0.9009022413901014
242,EX_co2_e_auto,0.9009031375469844
243,EX_co2_e_auto,0.900903081132448
244,EX_co2_e_auto,0.9009084422772008
245,EX_co2_e_auto,0.9009086541816188
246,EX_co2_e_auto,0.9009087088279571
247,EX_co2_e_auto,0.900908650403636
248,EX_co2_e_auto,0.9009089320967336
249,EX_co2_e_auto,0.9009088826589864
250,EX_co2_e_auto,0.9049545854307798
251,EX_co2_e_auto,0.9049551115679532
252,EX_co2_e_auto,0.9049550920463753
253,EX_co2_e_auto,0.9049550146524354
254,EX_co2_e_auto,0.9049544091824993
255,EX_co2_e_auto,0.9049544908311888
256,EX_co2_e_auto,0.9049545782378536
257,EX_co2_e_auto,0.904954588405956
258,EX_co2_e_auto,0.904954952060272
259,EX_co2_e_auto,0.9049550175689096
260,EX_co2_e_auto,0.904954977046117
261,EX_co2_e_auto,0.9049548607877412
262,EX_co2_e_auto,0.9049548888817264
263,EX_co2_e_auto,0.9049549006414256
264,EX_co2_e_auto,0.9049546934426324
265,EX_co2_e_auto,0.904954691989136
266,EX_co2_e_auto,0.9049549135852136
267,EX_co2_e_auto,0.9049551545480364
268,EX_co2_e_auto,0.9049551260538125
269,EX_co2_e_auto,0.904955162954528
270,EX_co2_e_auto,0.9049552296155288
271,EX_co2_e_auto,0.9049553333257384
272,EX_co2_e_auto,0.9049553118961502
273,EX_co2_e_auto,0.9049553218247076
274,EX_co2_e_auto,0.9049552562167164
275,EX_co2_e_auto,0.9049553589412536
276,EX_co2_e_auto,0.9049554179947864
277,EX_co2_e_auto,0.9049555601610244
278,EX_co2_e_auto,0.9049555788241664
279,EX_co2_e_auto,0.9049555789425416
280,EX_co2_e_auto,0.9049556523652328
281,EX_co2_e_auto,0.9049557193214416
282,EX_co2_e_auto,0.9049558947817158
283,EX_co2_e_auto,0.9049558216965378
284,EX_co2_e_auto,0.9049558677399988
285,EX_co2_e_auto,0.9049558978439332
286,EX_co2_e_auto,0.9049558497413184
287,EX_co2_e_auto,0.9049558510546027
288,EX_co2_e_auto,0.90495587180252
289,EX_co2_e_auto,0.9049558187504408
290,EX_co2_e_auto,0.9049557875941836
291,EX_co2_e_auto,0.9049558131030444
292,EX_co2_e_auto,0.904955803691824
293,EX_co2_e_auto,0.9049554737173048
294,EX_co2_e_auto,0.904955464682409
295,EX_co2_e_auto,0.9049552260656958
296,EX_co2_e_auto,0.9049552800475884
297,EX_co2_e_auto,0.9049552967560596
298,EX_co2_e_auto,0.9049553811536992
299,EX_co2_e_auto,0.9049553975438333
300,EX_co2_e_auto,0.9049553297300024
301,EX_co2_e_auto,0.9049553300993236
302,EX_co2_e_auto,0.904955263149726
303,EX_co2_e_auto,0.9049551979474348
304,EX_co2_e_auto,0.9049552529977032
305,EX_co2_e_auto,0.9049552954711384
306,EX_co2_e_auto,0.9049552955463852
307,EX_co2_e_auto,0.9049553284233406
308,EX_co2_e_auto,0.9049553271803408
309,EX_co2_e_auto,0.904955320557498
310,EX_co2_e_auto,0.9049553203320894
311,EX_co2_e_auto,0.9049553057202724
312,EX_co2_e_auto,0.9049553510223638
313,EX_co2_e_auto,0.9049554931590916
314,EX_co2_e_auto,0.9049554009130064
315,EX_co2_e_auto,0.9049558378468714
316,EX_co2_e_auto,0.9049559492445872
317,EX_co2_e_auto,0.90495594912326
318,EX_co2_e_auto,0.969948023600102
319,EX_co2_e_auto,0.9699747707775456
320,EX_co2_e_auto,0.9699755521144584
321,EX_co2_e_auto,0.9700138105697216
322,EX_co2_e_auto,0.9699622229348211
323,EX_co2_e_auto,0.9701960671050146
324,EX_co2_e_auto,0.970114677301564
325,EX_co2_e_auto,0.9696680892458664
326,EX_co2_e_auto,0.9700984451178928
327,EX_co2_e_auto,0.9702416454855108
328,EX_co2_e_auto,0.970722282280876
329,EX_co2_e_auto,0.9706878582647336
330,EX_co2_e_auto,0.9707478449361492
331,EX_co2_e_auto,0.9707557594969146
332,EX_co2_e_auto,0.9708528262957448
333,EX_co2_e_auto,0.9708874356147764
334,EX_co2_e_auto,0.9708843300901362
335,EX_co2_e_auto,0.9709792278367612
336,EX_co2_e_auto,0.9710603150148686
337,EX_co2_e_auto,0.9711513572801254
338,EX_co2_e_auto,0.9714908921007316
339,EX_co2_e_auto,0.9714009502075476
340,EX_co2_e_auto,0.9713241968002164
341,EX_co2_e_auto,0.9713583772849212
342,EX_co2_e_auto,0.9713623204477444
343,EX_co2_e_auto,0.9714342083178724
344,EX_co2_e_auto,0.971462565661904
345,EX_co2_e_auto,0.9715579722402627
346,EX_co2_e_auto,0.971603586164739
347,EX_co2_e_auto,0.9715444519655888
348,EX_co2_e_auto,0.971541510964256
349,EX_co2_e_auto,0.971568681153739
350,EX_co2_e_auto,0.9716262286506284
351,EX_co2_e_auto,0.9716007847803334
352,EX_co2_e_auto,0.9717032265909968
353,EX_co2_e_auto,0.9716443227098672
354,EX_co2_e_auto,0.9715826017472462
355,EX_co2_e_auto,0.9716345481199876
356,EX_co2_e_auto,0.971738214233505
357,EX_co2_e_auto,0.9717558805485728
358,EX_co2_e_auto,0.9718062692760612
359,EX_co2_e_auto,0.9718645780555168
360,EX_co2_e_auto,0.9716280749865396
361,EX_co2_e_auto,0.9716652377756082
362,EX_co2_e_auto,0.9717271622002778
363,EX_co2_e_auto,0.9717044004951562
364,EX_co2_e_auto,0.971738998977236
365,EX_co2_e_auto,0.9716870838497196
366,EX_co2_e_auto,0.971954021667332
367,EX_co2_e_auto,0.971920247980382
368,EX_co2_e_auto,0.9719980776362322
369,EX_co2_e_auto,0.972019806936494
370,EX_co2_e_auto,0.9720108851823244
371,EX_co2_e_auto,0.9720118637536692
372,EX_co2_e_auto,0.9720035192079988
373,EX_co2_e_auto,0.971936646455768
374,EX_co2_e_auto,0.9719826547683404
375,EX_co2_e_auto,0.9720575129346324
376,EX_co2_e_auto,0.9720508189387036
377,EX_co2_e_auto,0.971986582356694
378,EX_co2_e_auto,0.9719572606489236
379,EX_co2_e_auto,0.9719725719636152
380,EX_co2_e_auto,0.971813838489283
381,EX_co2_e_auto,0.9718632743620388
382,EX_co2_e_auto,0.9719162732722588
383,EX_co2_e_auto,0.9718814965457656
384,EX_co2_e_auto,0.9721376598414972
385,EX_co2_e_auto,0.9722543359639084
386,EX_co2_e_auto,0.9722788412298676
387,EX_co2_e_auto,0.9723196451158196
388,EX_co2_e_auto,0.9722430312987668
389,EX_co2_e_auto,0.9722636017479552
390,EX_co2_e_auto,0.9723648708744924
391,EX_co2_e_auto,0.9724901167616132
392,EX_co2_e_auto,0.9726386557521846
393,EX_co2_e_auto,0.9726572803976944
394,EX_co2_e_auto,0.972687183257126
395,EX_co2_e_auto,0.9727133652449272
396,EX_co2_e_auto,0.9726413362029618
397,EX_co2_e_auto,0.9726563115830258
398,EX_co2_e_auto,0.9727244473387676
399,EX_co2_e_auto,0.9726946936840672
400,EX_co2_e_auto,0.9729201399333636
401,EX_co2_e_auto,0.972705894157544
402,EX_co2_e_auto,0.9726840031143796
403,EX_co2_e_auto,0.972601986488712
404,EX_co2_e_auto,0.9725007010451984
405,EX_co2_e_auto,0.9724840391865314
406,EX_co2_e_auto,0.9720099586562836
407,EX_co2_e_auto,0.9720631303785574
408,EX_co2_e_auto,0.9720663016235116
409,EX_co2_e_auto,0.97211023115979
410,EX_co2_e_auto,0.971993207258084
411,EX_co2_e_auto,0.9719030770617768
412,EX_co2_e_auto,0.9719736368294508
413,EX_co2_e_auto,0.97194626918214
414,EX_co2_e_auto,0.9719935051243924
415,EX_co2_e_auto,0.9720292747252418
416,EX_co2_e_auto,0.97196942791044
417,EX_co2_e_auto,0.9719781394226537
418,EX_co2_e_auto,0.9719836118425822
419,EX_co2_e_auto,0.9720301166916154
420,EX_co2_e_auto,0.972023482174322
421,EX_co2_e_auto,0.9720342323068492
422,EX_co2_e_auto,0.9717938830568208
423,EX_co2_e_auto,0.9715545659496276
424,EX_co2_e_auto,0.971467842545963
425,EX_co2_e_auto,0.9713685791202878
426,EX_co2_e_auto,0.9713306779671068
427,EX_co2_e_auto,0.9713617776036884
428,EX_co2_e_auto,0.9712775275238577
429,EX_co2_e_auto,0.9712921781902056
430,EX_co2_e_auto,0.9709605317778872
431,EX_co2_e_auto,0.9709260246046464
432,EX_co2_e_auto,0.970942687044791
433,EX_co2_e_auto,0.9709054757532636
434,EX_co2_e_auto,0.9708978740409788
435,EX_co2_e_auto,0.9707496801733247
436,EX_co2_e_auto,0.9707978680134128
437,EX_co2_e_auto,0.9708590522338328
438,EX_co2_e_auto,0.9708490065132984
439,EX_co2_e_auto,0.970855617261652
440,EX_co2_e_auto,0.9709073010327154
441,EX_co2_e_auto,0.9712218115195108
442,EX_co2_e_auto,0.9710538151104708
443,EX_co2_e_auto,0.9709856231757226
444,EX_co2_e_auto,0.9709653247797272
445,EX_co2_e_auto,0.9709201601451346
446,EX_co2_e_auto,0.9709644211408224
447,EX_co2_e_auto,0.9709720350306622
448,EX_co2_e_auto,0.9710003920913194
449,EX_co2_e_auto,0.9709047246794742
450,EX_co2_e_auto,0.9708834805025488
451,EX_co2_e_auto,0.9708998697125402
452,EX_co2_e_auto,0.9708039795926034
453,EX_co2_e_auto,0.9709259114503194
454,EX_co2_e_auto,0.970895095710284
455,EX_co2_e_auto,0.97094995158719
456,EX_co2_e_auto,0.9709624648398602
457,EX_co2_e_auto,0.9709969492766196
458,EX_co2_e_auto,0.9710029683939178
459,EX_co2_e_auto,0.970993964184046
460,EX_co2_e_auto,0.9709830576868032
461,EX_co2_e_auto,0.971115733011828
462,EX_co2_e_auto,0.9711460781256432
463,EX_co2_e_auto,0.9710336886640492
464,EX_co2_e_auto,0.9714913088592234
465,EX_co2_e_auto,0.9714992722296748
466,EX_co2_e_auto,0.9715523987703534
467,EX_co2_e_auto,0.9715904010527526
468,EX_co2_e_auto,0.9715608825448134
469,EX_co2_e_auto,0.9716097274383652
470,EX_co2_e_auto,0.971307189572728
471,EX_co2_e_auto,0.9713016729362436
472,EX_co2_e_auto,0.9712604786223488
473,EX_co2_e_auto,0.9715954102848132
474,EX_co2_e_auto,0.9714306635584148
475,EX_co2_e_auto,0.9713973471022131
476,EX_co2_e_auto,0.971359454773866
477,EX_co2_e_auto,0.9713930517050524
478,EX_co2_e_auto,0.971355693426391
479,EX_co2_e_auto,0.9713362058692886
480,EX_co2_e_auto,0.9713282463005992
481,EX_co2_e_auto,0.9713453071329268
482,EX_co2_e_auto,0.971372711922808
483,EX_co2_e_auto,0.971371548980173
484,EX_co2_e_auto,0.9714157620620854
485,EX_co2_e_auto,0.971420202805827
486,EX_co2_e_auto,0.9714214329817054
487,EX_co2_e_auto,0.9714189719279028
488,EX_co2_e_auto,0.971413090047182
489,EX_co2_e_auto,0.9713536324074582
490,EX_co2_e_auto,0.9712729166052956
491,EX_co2_e_auto,0.97125029007355
492,EX_co2_e_auto,0.9712516061102572
493,EX_co2_e_auto,0.9711424110303888
494,EX_co2_e_auto,0.971112985399964
495,EX_co2_e_auto,0.9710472115414146
496,EX_co2_e_auto,0.9710373135177168
497,EX_co2_e_auto,0.971017479673086
498,EX_co2_e_auto,0.971050670147488
499,EX_co2_e_auto,0.9710756673188888
500,EX_co2_e_auto,0.9027451315176142
501,EX_co2_e_auto,0.902747155934437
502,EX_co2_e_auto,0.9027472235641488
503,EX_co2_e_auto,0.9027472864419644
504,EX_co2_e_auto,0.902747563518742
505,EX_co2_e_auto,0.9027475661597968
506,EX_co2_e_auto,0.9027475542051666
507,EX_co2_e_auto,0.9027473880613668
508,EX_co2_e_auto,0.9027473006064788
509,EX_co2_e_auto,0.9027464584348917
510,EX_co2_e_auto,0.9027702680242649
511,EX_co2_e_auto,0.902770257399313
512,EX_co2_e_auto,0.9027703769827936
513,EX_co2_e_auto,0.9027703743639204
514,EX_co2_e_auto,0.9027704240169492
515,EX_co2_e_auto,0.9027703615189178
516,EX_co2_e_auto,0.9027702611879728
517,EX_co2_e_auto,0.902770483706264
518,EX_co2_e_auto,0.9027705944413906
519,EX_co2_e_auto,0.9027706120045088
520,EX_co2_e_auto,0.9027704851088452
521,EX_co2_e_auto,0.9027706937777474
522,EX_co2_e_auto,0.9027708882552744
523,EX_co2_e_auto,0.9027709663012864
524,EX_co2_e_auto,0.9027709543424498
525,EX_co2_e_auto,0.9024817444090434
526,EX_co2_e_auto,0.9024875358355564
527,EX_co2_e_auto,0.902487685345686
528,EX_co2_e_auto,0.9024876806555456
529,EX_co2_e_auto,0.902487793590684
530,EX_co2_e_auto,0.9024877829022476
531,EX_co2_e_auto,0.9024877515055948
532,EX_co2_e_auto,0.9024877789775372
533,EX_co2_e_auto,0.9024877827605574
534,EX_co2_e_auto,0.9024878624895551
535,EX_co2_e_auto,0.902487868607278
536,EX_co2_e_auto,0.9024878509394748
537,EX_co2_e_auto,0.9024880196055008
538,EX_co2_e_auto,0.902488029016865
539,EX_co2_e_auto,0.9024879443295812
540,EX_co2_e_auto,0.9024880106880018
541,EX_co2_e_auto,0.9024880943983316
542,EX_co2_e_auto,0.9024881155942288
543,EX_co2_e_auto,0.9024882045692748
544,EX_co2_e_auto,0.9024881646801716
545,EX_co2_e_auto,0.9024881919638216
546,EX_co2_e_auto,0.9024883121748448
547,EX_co2_e_auto,0.902488312485106
548,EX_co2_e_auto,0.9024883241040204
549,EX_co2_e_auto,0.902488346135326
550,EX_co2_e_auto,0.9024883625339476
551,EX_co2_e_auto,0.9024884032397312
552,EX_co2_e_auto,0.9024883723434144
553,EX_co2_e_auto,0.9024884237944236
554,EX_co2_e_auto,0.9024884959714288
555,EX_co2_e_auto,0.9024884412917492
556,EX_co2_e_auto,0.9024884204381214
557,EX_co2_e_auto,0.9024884193965986
558,EX_co2_e_auto,0.9024884869803056
559,EX_co2_e_auto,0.9024891407636252
560,EX_co2_e_auto,0.902493971477156
561,EX_co2_e_auto,0.902493967884498
562,EX_co2_e_auto,0.902493930723775
563,EX_co2_e_auto,0.9024940218483886
564,EX_co2_e_auto,0.9024938629605284
565,EX_co2_e_auto,0.9024938666641632
566,EX_co2_e_auto,0.9024938113766068
567,EX_co2_e_auto,0.9024938060439728
568,EX_co2_e_auto,0.9024937856557936
569,EX_co2_e_auto,0.9024937913414428
570,EX_co2_e_auto,0.902493845169772
571,EX_co2_e_auto,0.9024938101264096
572,EX_co2_e_auto,0.9024938173152408
573,EX_co2_e_auto,0.9024938427953552
574,EX_co2_e_auto,0.9024938189976806
575,EX_co2_e_auto,0.9024938271597872
576,EX_co2_e_auto,0.9024938239628634
577,EX_co2_e_auto,0.902493784326144
578,EX_co2_e_auto,0.9024947991219652
579,EX_co2_e_auto,0.902494877923141
580,EX_co2_e_auto,0.9024948621783456
581,EX_co2_e_auto,0.9024948798707928
582,EX_co2_e_auto,0.9024948805399486
583,EX_co2_e_auto,0.9024948490982452
584,EX_co2_e_auto,0.9024948604285046
585,EX_co2_e_auto,0.90249486366063
586,EX_co2_e_auto,0.902494820605133
587,EX_co2_e_auto,0.9024947734566718
588,EX_co2_e_auto,0.9024947166595728
589,EX_co2_e_auto,0.9024947380641836
590,EX_co2_e_auto,0.9024946806342284
591,EX_co2_e_auto,0.9024947506372522
592,EX_co2_e_auto,0.9024947435421216
593,EX_co2_e_auto,0.902494768911351
594,EX_co2_e_auto,0.9024947553983012
595,EX_co2_e_auto,0.902496645155066
596,EX_co2_e_auto,0.902496697702192
597,EX_co2_e_auto,0.9024968673094776
598,EX_co2_e_auto,0.9024985234685864
599,EX_co2_e_auto,0.9024985965838644
600,EX_co2_e_auto,0.9024986030540464
601,EX_co2_e_auto,0.902498583747774
602,EX_co2_e_auto,0.9024985851580928
603,EX_co2_e_auto,0.90249864240996
604,EX_co2_e_auto,0.9024986029574928
605,EX_co2_e_auto,0.9024986502344337
606,EX_co2_e_auto,0.9024986341786584
607,EX_co2_e_auto,0.9024986927121128
608,EX_co2_e_auto,0.9024987210452972
609,EX_co2_e_auto,0.9024988185800912
610,EX_co2_e_auto,0.9024988717585342
611,EX_co2_e_auto,0.902498909195461
612,EX_co2_e_auto,0.9024987779657028
613,EX_co2_e_auto,0.9024986901208324
614,EX_co2_e_auto,0.902498760886646
615,EX_co2_e_auto,0.9024987935753492
616,EX_co2_e_auto,0.9024987811212763
617,EX_co2_e_auto,0.9024987962224345
618,EX_co2_e_auto,0.9024988773437744
619,EX_co2_e_auto,0.9024988759959316
620,EX_co2_e_auto,0.9024989077748492
621,EX_co2_e_auto,0.9024987947860162
622,EX_co2_e_auto,0.9024990271781568
623,EX_co2_e_auto,0.9024990855361882
624,EX_co2_e_auto,0.9024991380569102
625,EX_co2_e_auto,0.9024991705921864
626,EX_co2_e_auto,0.9024991811708212
627,EX_co2_e_auto,0.9024992152109976
628,EX_co2_e_auto,0.9024992227015526
629,EX_co2_e_auto,0.9024992149788172
630,EX_co2_e_auto,0.9024992132223758
631,EX_co2_e_auto,0.9024992216187424
632,EX_co2_e_auto,0.9024992385017564
633,EX_co2_e_auto,0.9024992560867394
634,EX_co2_e_auto,0.9024992648304636
635,EX_co2_e_auto,0.9026232044933508
636,EX_co2_e_auto,0.9026233714437863
637,EX_co2_e_auto,0.9026234552073408
638,EX_co2_e_auto,0.9026233980335072
639,EX_co2_e_auto,0.9026233929974026
640,EX_co2_e_auto,0.902623389549709
