items,iLB1027_lipid,iMK_draft17,iTps1432,Lavoie2020
idp,1,1,1,1
ile__L,1,1,1,1
iletrna,1,1,1,1
imacp,1,1,1,1
imgly,1,1,1,1
imp,1,1,1,1
indole,1,1,1,1
inost,1,1,1,1
ins,1,1,1,1
ipdp,1,1,1,1
iscsh,1,1,1,1
iscssh,1,1,1,1
itp,1,1,1,1
ivcoa,1,1,1,1
lac__D,1,1,1,1
leu__L,1,1,1,1
leutrna,1,1,1,1
lgnc,1,1,1,1
lgnccoa,1,1,1,1
lipACP,1,1,1,1
lnlc,1,1,1,1
lnlccoa,1,1,1,1
lnlccrn,1,1,1,1
lnlnca,1,1,1,1
lnlncacoa,1,1,1,1
lnlncacrn,1,1,1,1
lnlncg,1,1,1,1
lnlncgcoa,1,1,1,1
lnlncgcrn,1,1,1,1
lpam,1,1,1,1
lycop,1,1,0,0
lys__L,1,1,1,1
lystrna,1,1,1,1
m1mpdol,1,1,1,1
m2masn,1,1,1,1
m2mpdol,1,1,1,1
m3mpdol,1,0,1,1
m4masn,1,1,1,1
m4mpdol,1,0,1,1
m5mpdol,1,1,1,1
m6mpdol,1,1,1,1
m7mpdol,1,1,1,1
m8masn,1,1,1,1
m8mpdol,1,1,1,1
mag140,1,1,1,0
mag160,1,1,1,0
mag1619Z,1,1,1,1
mag180,1,1,1,0
mag1819Z,1,1,1,1
mag182n6,1,1,1,1
mag205n3,1,1,1,1
mag226n3,1,1,1,1
malACP,1,1,1,1
mal__L,1,1,1,1
malcoa,1,1,1,1
man,1,1,1,1
man1p,1,1,1,1
man6p,1,1,1,1
me2np6mobq,1,1,1,1
me3dhnpdh,1,1,1,1
menecyart,1,1,1,1
mercppyr,1,1,1,1
mergtrol,1,1,1,1
met__L,1,1,1,1
methamp,1,1,1,1
methf,1,1,1,1
methsel,1,1,1,1
mettrna,1,1,1,1
mev__R,1,1,1,1
mfecostrl,1,1,1,1
mg2,1,1,1,1
mgdg140160,1,1,1,0
mgdg1401619Z,1,1,1,0
mgdg140162n4,1,1,1,0
mgdg140163n4,1,1,1,0
mgdg160,1,1,1,0
mgdg161,1,1,1,1
mgdg1619Z160,1,1,1,1
mgdg1619Z162n4,1,1,1,1
mgdg1619Z163n4,1,1,1,1
mgdg1619Z1819Z,1,1,1,1
mgdg162n4163n4,1,1,1,1
mgdg1801619Z,1,1,1,1
mgdg180162n4,1,1,1,1
mgdg180163n4,1,1,1,1
mgdg1819Z160,1,1,1,0
mgdg1819Z1619Z,1,1,1,0
mgdg1819Z162n4,1,1,1,0
mgdg1819Z163n4,1,1,1,0
mgdg205n3,1,1,1,0
mgdg205n3160,1,1,1,0
mgdg205n31619Z,1,1,1,1
mgdg205n3162n4,1,1,1,1
mgdg205n3163n4,1,1,1,1
mgdg205n3164n1,1,1,1,1
mhpglu,1,1,0,0
mi13456p,1,0,1,1
mi145p,1,0,1,1
mi3p__D,1,1,1,1
minohp,1,0,1,1
mlthf,1,1,1,1
mmcoa__R,1,1,1,1
mmcoa__S,1,1,1,1
mpdol,1,1,1,1
mppp9,1,1,1,1
mppp9me,1,1,1,1
mthb,1,1,1,1
myrsACP,1,1,1,1
na1,1,1,1,1
nacglc2p,1,1,1,1
nad,1,1,1,1
nadh,1,1,1,1
nadp,1,1,1,1
nadph,1,1,1,1
neoxan,1,1,1,1
neuspn,1,1,0,0
nh4,1,1,1,1
nicrnt,1,1,1,1
no2,1,1,1,1
no3,1,1,1,1
npdp,1,1,1,1
o2,1,1,1,1
oaa,1,1,1,1
obfool,1,1,1,1
oc247coa,1,1,1,1
oc24coa,1,1,1,1
oc25coa,1,1,1,1
oc27coa,1,1,1,1
oc2coa,1,1,1,1
oc37coa,1,1,1,1
oc3coa,1,1,1,1
oc47coa,1,1,1,1
oc4coa,1,1,1,1
oc5coa,1,1,1,1
oc5crn,1,1,1,1
ocACP,1,1,1,1
occoa,1,1,1,1
ocdca,1,1,1,1
ocdcaACP,1,1,1,1
ocdccoa,1,1,1,1
ocdcea,1,1,1,1
octcrn,1,1,1,1
octeACP,1,1,1,1
od2691215coa,1,1,1,1
od291215coa,1,1,1,1
od2912coa,1,1,1,1
od29coa,1,1,1,1
od2coa,1,1,1,1
od3691215coa,1,1,1,1
od36912coa,1,1,1,1
odecoa,1,1,1,1
odecrn,1,1,1,1
orn,1,1,1,1
orot,1,1,1,1
orot5p,1,1,1,1
pa140,1,1,1,0
pa140160,1,1,1,1
pa1401619Z,1,1,1,1
pa140180,1,1,1,0
pa1401819Z,1,1,1,0
pa140182n6,1,1,1,0
pa140183n3,1,1,1,0
pa140183n6,1,1,1,0
pa140204n6,1,1,1,0
pa140205n3,1,1,1,0
pa140226n3,1,1,1,0
pa160,1,1,1,1
pa160140,1,1,1,0
pa1601619Z,1,1,1,0
pa160180,1,1,1,0
pa1601819Z,1,1,1,0
pa160182n6,1,1,1,0
pa160183n3,1,1,1,0
pa160183n6,1,1,1,0
pa160204n6,1,1,1,0
pa160205n3,1,1,1,0
pa160226n3,1,1,1,0
pa161,1,1,1,1
pa1619Z140,1,1,1,1
pa1619Z160,1,1,1,1
pa1619Z180,1,1,1,1
pa1619Z1819Z,1,1,1,1
pa1619Z182n6,1,1,1,1
pa1619Z183n3,1,1,1,1
pa1619Z183n6,1,1,1,1
pa1619Z204n6,1,1,1,1
pa1619Z205n3,1,1,1,1
pa1619Z226n3,1,1,1,1
pa1619Z240,1,1,0,1
pa180,1,1,1,0
pa180140,1,1,1,0
pa180160,1,1,1,0
pa1801619Z,1,1,1,1
pa1801819Z,1,1,1,0
pa180182n6,1,1,1,0
pa180183n3,1,1,1,0
pa180183n6,1,1,1,0
pa180204n6,1,1,1,0
pa180205n3,1,1,1,0
pa180226n3,1,1,1,0
pa1819Z140,1,1,1,1
pa1819Z160,1,1,1,1
pa1819Z1619Z,1,1,1,1
pa1819Z180,1,1,1,1
pa1819Z182n6,1,1,1,0
pa1819Z183n3,1,1,1,0
pa1819Z183n6,1,1,1,0
pa1819Z204n6,1,1,1,0
pa1819Z205n3,1,1,1,1
pa1819Z226n3,1,1,1,1
pa181_9,1,1,1,1
pa182_9_12,1,1,1,1
pa182n6140,1,1,1,0
pa182n6160,1,1,1,0
pa182n61619Z,1,1,1,0
pa182n6180,1,1,1,0
pa182n61819Z,1,1,1,0
pa182n6183n3,1,1,1,0
pa182n6183n6,1,1,1,0
pa182n6204n6,1,1,1,0
pa182n6205n3,1,1,1,0
pa182n6226n3,1,1,1,0
pa205n3,1,1,1,1
pa205n3140,1,1,1,1
pa205n3160,1,1,1,1
pa205n31619Z,1,1,1,1
pa205n3180,1,1,1,1
pa205n31819Z,1,1,1,1
pa205n3182n6,1,1,1,1
pa205n3183n3,1,1,1,1
pa205n3183n6,1,1,1,1
pa205n3204n6,1,1,1,1
pa205n3226n3,1,1,1,1
pa226n3,1,1,1,1
pa226n3140,1,1,1,1
pa226n3160,1,1,1,1
pa226n31619Z,1,1,1,1
pa226n3180,1,1,1,1
pa226n31819Z,1,1,1,1
pa226n3182n6,1,1,1,0
pa226n3183n3,1,1,1,0
pa226n3183n6,1,1,1,0
pa226n3204n6,1,1,1,0
pa226n3205n3,1,1,1,1
pail160,1,1,1,0
pail1601619Z,1,1,1,0
pail160182n6,1,1,1,0
pail160205n3,1,1,1,0
pail161,1,1,1,0
pail1619Z160,1,1,1,1
pail1619Z182n6,1,1,1,0
pail1619Z205n3,1,1,1,0
pail182_9_12,1,1,1,0
pail182n6160,1,1,1,0
pail182n61619Z,1,1,1,0
pail182n6205n3,1,1,1,0
pail205n3,1,1,1,0
pail205n3160,1,1,1,0
pail205n31619Z,1,1,1,0
pail205n3182n6,1,1,1,0
pail3p160,1,1,1,0
pail3p1601619Z,1,1,1,0
pail3p160182n6,1,1,1,0
pail3p160205n3,1,1,1,0
pail3p161,1,1,1,0
pail3p1619Z160,1,1,1,1
pail3p1619Z182n6,1,1,1,0
pail3p1619Z205n3,1,1,1,0
pail3p182_9_12,1,1,1,0
pail3p182n6160,1,1,1,0
pail3p182n61619Z,1,1,1,0
pail3p182n6205n3,1,1,1,0
pail3p205n3,1,1,1,0
pail3p205n3160,1,1,1,0
pail3p205n31619Z,1,1,1,0
pail3p205n3182n6,1,1,1,0
pail45p160,1,1,1,0
pail45p1601619Z,1,1,1,0
pail45p160182n6,1,1,1,0
pail45p160205n3,1,1,1,0
pail45p161,1,1,1,0
pail45p1619Z160,1,1,1,1
pail45p1619Z182n6,1,1,1,0
pail45p1619Z205n3,1,1,1,0
pail45p182_9_12,1,1,1,0
pail45p182n6160,1,1,1,0
pail45p182n61619Z,1,1,1,0
pail45p182n6205n3,1,1,1,0
pail45p205n3,1,1,1,0
pail45p205n3160,1,1,1,0
pail45p205n31619Z,1,1,1,0
pail45p205n3182n6,1,1,1,0
pail4p160,1,1,1,0
pail4p1601619Z,1,1,1,0
pail4p160182n6,1,1,1,0
pail4p160205n3,1,1,1,0
pail4p161,1,1,1,0
pail4p1619Z160,1,1,1,1
pail4p1619Z182n6,1,1,1,0
pail4p1619Z205n3,1,1,1,0
pail4p182_9_12,1,1,1,0
pail4p182n6160,1,1,1,0
pail4p182n61619Z,1,1,1,0
pail4p182n6205n3,1,1,1,0
pail4p205n3,1,1,1,0
pail4p205n3160,1,1,1,0
pail4p205n31619Z,1,1,1,0
pail4p205n3182n6,1,1,1,0
palmACP,1,1,1,1
pan4p,1,1,1,1
pant__R,1,1,1,1
pap,1,1,1,1
paps,1,1,1,1
pc140,1,1,1,0
pc140160,1,1,1,0
pc1401619Z,1,1,1,0
pc140180,1,1,1,0
pc1401819Z,1,1,1,0
pc140182n6,1,1,1,0
pc140183n3,1,1,1,0
pc140183n6,1,1,1,0
pc140184n3,1,1,1,0
pc140203n3,1,1,0,0
pc140203n6,1,1,1,0
pc140204n6,1,1,1,0
pc140205n3,1,1,1,0
pc140225n3,1,1,1,0
pc140226n3,1,1,1,0
pc160,1,1,1,0
pc160140,1,1,1,0
pc1601619Z,1,1,1,0
pc160180,1,1,1,0
pc1601819Z,1,1,1,0
pc160182n6,1,1,1,0
pc160183n3,1,1,1,0
pc160183n6,1,1,1,0
pc160184n3,1,1,1,0
pc160203n3,1,1,0,0
pc160203n6,1,1,1,0
pc160204n6,1,1,1,0
pc160205n3,1,1,1,0
pc160225n3,1,1,1,0
pc160226n3,1,1,1,0
pc161,1,1,1,1
pc1619Z140,1,1,1,0
pc1619Z160,1,1,1,1
pc1619Z180,1,1,1,1
pc1619Z1819Z,1,1,1,1
pc1619Z182n6,1,1,1,1
pc1619Z183n3,1,1,1,1
pc1619Z183n6,1,1,1,1
pc1619Z184n3,1,1,1,1
pc1619Z203n3,1,1,0,1
pc1619Z203n6,1,1,1,1
pc1619Z204n6,1,1,1,1
pc1619Z205n3,1,1,1,1
pc1619Z225n3,1,1,1,1
pc1619Z226n3,1,1,1,1
pc180,1,1,1,0
pc180140,1,1,1,0
pc180160,1,1,1,0
pc1801619Z,1,1,1,0
pc1801819Z,1,1,1,0
pc180182n6,1,1,1,0
pc180183n3,1,1,1,0
pc180183n6,1,1,1,0
pc180184n3,1,1,1,0
pc180203n3,1,1,0,0
pc180203n6,1,1,1,0
pc180204n6,1,1,1,0
pc180205n3,1,1,1,0
pc180225n3,1,1,1,0
pc180226n3,1,1,1,0
pc1819Z140,1,1,1,0
pc1819Z160,1,1,1,0
pc1819Z1619Z,1,1,1,0
pc1819Z180,1,1,1,0
pc1819Z182n6,1,1,1,0
pc1819Z183n3,1,1,1,0
pc1819Z183n6,1,1,1,0
pc1819Z184n3,1,1,1,0
pc1819Z203n3,1,1,0,0
pc1819Z203n6,1,1,1,0
pc1819Z204n6,1,1,1,0
pc1819Z205n3,1,1,1,0
pc1819Z225n3,1,1,1,0
pc1819Z226n3,1,1,1,0
pc181_9,1,1,1,0
pc182_9_12,1,1,1,1
pc182n6140,1,1,1,0
pc182n6160,1,1,1,0
pc182n61619Z,1,1,1,0
pc182n6180,1,1,1,0
pc182n61819Z,1,1,1,0
pc182n6183n3,1,1,1,0
pc182n6183n6,1,1,1,0
pc182n6184n3,1,1,1,0
pc182n6203n3,1,1,0,0
pc182n6203n6,1,1,1,0
pc182n6204n6,1,1,1,0
pc182n6205n3,1,1,1,0
pc182n6225n3,1,1,1,0
pc182n6226n3,1,1,1,0
pc205n3,1,1,1,1
pc205n3140,1,1,1,0
pc205n3160,1,1,1,1
pc205n31619Z,1,1,1,1
pc205n3162n4,1,1,1,1
pc205n3180,1,1,1,1
pc205n31819Z,1,1,1,1
pc205n3182n6,1,1,1,1
pc205n3183n3,1,1,1,1
pc205n3183n6,1,1,1,1
pc205n3184n3,1,1,1,1
pc205n3203n3,1,1,0,1
pc205n3203n6,1,1,1,1
pc205n3204n6,1,1,1,1
pc205n3225n3,1,1,1,1
pc205n3226n3,1,1,1,1
pc226n3,1,1,1,0
pc226n3140,1,1,1,0
pc226n3160,1,1,1,0
pc226n31619Z,1,1,1,0
pc226n3180,1,1,1,0
pc226n31819Z,1,1,1,0
pc226n3182n6,1,1,1,0
pc226n3183n3,1,1,1,0
pc226n3183n6,1,1,1,0
pc226n3184n3,1,1,1,0
pc226n3203n3,1,1,0,0
pc226n3203n6,1,1,1,0
pc226n3204n6,1,1,1,0
pc226n3205n3,1,1,1,0
pc226n3225n3,1,1,1,0
pchlda,1,1,1,1
pcox,1,1,0,0
pcrd,1,1,0,0
pdx5p,1,1,1,1
pe140,1,1,1,0
pe140160,1,1,1,0
pe1401619Z,1,1,1,0
pe140180,1,1,1,0
pe1401819Z,1,1,1,0
pe140182n6,1,1,1,0
pe140183n3,1,1,1,0
pe140183n6,1,1,1,0
pe140204n6,1,1,1,0
pe140205n3,1,1,1,0
pe140226n3,1,1,1,0
pe160,1,1,1,0
pe160140,1,1,1,0
pe1601619Z,1,1,1,0
pe160180,1,1,1,0
pe1601819Z,1,1,1,0
pe160182n6,1,1,1,0
pe160183n3,1,1,1,0
pe160183n6,1,1,1,0
pe160204n6,1,1,1,0
pe160205n3,1,1,1,0
pe160226n3,1,1,1,0
pe161,1,1,1,0
pe1619Z140,1,1,1,0
pe1619Z160,1,1,1,0
pe1619Z180,1,1,1,0
pe1619Z1819Z,1,1,1,0
pe1619Z182n6,1,1,1,0
pe1619Z183n3,1,1,1,0
pe1619Z183n6,1,1,1,0
pe1619Z204n6,1,1,1,0
pe1619Z205n3,1,1,1,0
pe1619Z226n3,1,1,1,0
pe180,1,1,1,0
pe180140,1,1,1,0
pe180160,1,1,1,0
pe1801619Z,1,1,1,0
pe1801819Z,1,1,1,0
pe180182n6,1,1,1,0
pe180183n3,1,1,1,0
pe180183n6,1,1,1,0
pe180204n6,1,1,1,0
pe180205n3,1,1,1,0
pe180226n3,1,1,1,0
pe1819Z140,1,1,1,0
pe1819Z160,1,1,1,0
pe1819Z1619Z,1,1,1,0
pe1819Z180,1,1,1,0
pe1819Z182n6,1,1,1,0
pe1819Z183n3,1,1,1,0
pe1819Z183n6,1,1,1,0
pe1819Z204n6,1,1,1,0
pe1819Z205n3,1,1,1,0
pe1819Z226n3,1,1,1,0
pe181_9,1,1,1,0
pe182_9_12,1,1,1,0
pe182n6140,1,1,1,0
pe182n6160,1,1,1,0
pe182n61619Z,1,1,1,0
pe182n6180,1,1,1,0
pe182n61819Z,1,1,1,0
pe182n6183n3,1,1,1,0
pe182n6183n6,1,1,1,0
pe182n6204n6,1,1,1,0
pe182n6205n3,1,1,1,0
pe182n6226n3,1,1,1,0
pe205n3,1,1,1,1
pe205n3140,1,1,1,0
pe205n3160,1,1,1,0
pe205n31619Z,1,1,1,0
pe205n3180,1,1,1,0
pe205n31819Z,1,1,1,0
pe205n3182n6,1,1,1,0
pe205n3183n3,1,1,1,0
pe205n3183n6,1,1,1,0
pe205n3204n6,1,1,1,0
pe205n3226n3,1,1,1,0
pe226n3,1,1,1,0
pe226n3140,1,1,1,0
pe226n3160,1,1,1,0
pe226n31619Z,1,1,1,0
pe226n3180,1,1,1,0
pe226n31819Z,1,1,1,0
pe226n3182n6,1,1,1,0
pe226n3183n3,1,1,1,0
pe226n3183n6,1,1,1,0
pe226n3204n6,1,1,1,0
pe226n3205n3,1,1,1,0
pep,1,1,1,1
pg160,1,1,1,1
pg1601613E,1,1,1,0
pg1619Z160,1,1,1,1
pg1619Z1613E,1,1,1,0
pg1819Z160,1,1,1,0
pg1819Z1613E,1,1,0,0
pg205n3160,1,1,1,1
pg205n31613E,1,1,1,1
pgp160,1,1,1,1
pgp1619Z160,1,1,1,1
pgp1819Z160,1,1,1,0
pgp205n3160,1,1,1,1
phdp,1,1,1,1
phe__L,1,1,1,1
pheme,1,1,1,1
phetrna,1,1,1,1
phllqne,1,1,0,0
phom,1,1,1,1
photon,1,1,0,1
phpyr,1,1,1,1
phyebilin,1,1,1,1
phytfl,1,1,1,1
phyto,1,1,1,1
pi,1,1,1,1
pimACP,1,1,1,1
pmtcoa,1,1,1,1
pmtcrn,1,1,1,1
pnto__R,1,1,1,1
ppbng,1,1,1,1
ppcoa,1,1,1,1
ppgpp,1,1,1,1
pphn,1,1,1,1
ppi,1,1,1,1
ppp9,1,1,1,1
pppg9,1,1,1,1
pppi,1,1,1,1
pq,1,1,1,1
pqh2,1,1,1,1
pram,1,1,1,1
pran,1,1,1,1
prbamp,1,1,1,1
prbatp,1,1,1,1
prfp,1,1,1,1
prlp,1,1,1,1
pro__L,1,1,1,1
protrna,1,1,1,1
prpp,1,1,1,1
psd5p,1,1,1,1
pser__L,1,1,1,1
psqldp,1,1,1,1
ptrc,1,1,1,1
pyam5p,1,1,1,1
pydam,1,1,1,1
pydx,1,1,1,1
pydx5p,1,1,1,1
pydxn,1,1,1,1
pyr,1,1,1,1
q9,1,1,1,1
q9h2,1,1,1,1
quln,1,1,1,1
r1p,1,1,1,1
r5p,1,1,1,1
rb15bp,1,1,1,1
rbl__D,1,1,1,1
ribflv,1,1,1,1
ru5p__D,1,1,1,1
s17bp,1,1,1,1
s7p,1,1,1,1
saccrp__L,1,1,1,1
sarcs,1,1,1,1
sbzcoa,1,1,1,1
sdhlam,1,1,1,1
seahcys,1,1,1,1
selcys,1,1,1,1
selcyst,1,0,0,1
selhcys,1,1,1,1
selmeth,1,1,1,1
selmethtrna,1,1,1,1
seln,1,1,1,1
selnp,1,0,0,1
sephcpc,1,1,1,1
ser__L,1,1,1,1
sertrna,1,1,1,1
sertrna_sec,1,1,1,1
skm,1,1,1,1
skm5p,1,1,1,1
slnt,1,1,1,1
so3,1,1,1,1
so4,1,1,1,1
sox,1,1,0,1
sph1p,1,1,1,1
sphgn,1,1,1,1
sphings,1,1,1,1
sphs1p,1,1,1,1
spmd,1,1,1,1
sprm,1,1,1,1
sqdg140160,1,1,1,1
sqdg1401619Z,1,1,1,1
sqdg160,1,1,0,1
sqdg161,1,1,0,0
sqdg1619Z160,1,1,1,1
sqdg1619Z240,1,1,0,1
sqdg162n4160,1,1,1,1
sqdg205n3160,1,1,0,1
sqdg205n31619Z,1,1,1,0
sql,1,1,1,1
stcrn,1,1,1,1
strdnc,1,1,1,1
strdnccoa,1,1,1,1
sucbz,1,1,1,1
succ,1,1,1,1
succoa,1,1,1,1
sucsal,1,1,1,1
t2c11vaceACP,1,1,1,1
tag1401401619Z,1,1,1,0
tag1401619Z160,1,1,1,0
tag1401619Z1619Z,1,1,1,0
tag140204n61619Z,1,1,1,0
tag140205n3140,1,1,1,0
tag140205n3160,1,1,1,0
tag140205n31619Z,1,1,1,0
tag140205n3164n1,1,1,1,0
tag140205n3182n6,1,1,1,0
tag140205n3183n6,1,1,1,0
tag140205n3204n6,1,1,1,0
tag140205n3205n3,1,1,1,0
tag140205n3226n3,1,1,1,0
tag160140160,1,1,1,0
tag160160160,1,1,1,0
tag160160182n6,1,1,1,0
tag160160183n6,1,1,1,0
tag1601619Z160,1,1,1,0
tag1601619Z1619Z,1,1,1,0
tag1601619Z183n6,1,1,1,0
tag160204n6160,1,1,1,0
tag160205n3160,1,1,1,0
tag160205n3182n6,1,1,1,0
tag160205n3183n6,1,1,1,0
tag160205n3204n6,1,1,1,0
tag160205n3205n3,1,1,1,0
tag160205n3226n3,1,1,1,0
tag1619Z140160,1,1,1,0
tag1619Z1401619Z,1,1,1,0
tag1619Z140182n6,1,1,1,0
tag1619Z140183n6,1,1,1,0
tag1619Z160160,1,1,1,1
tag1619Z1601819Z,1,1,1,1
tag1619Z160182n6,1,1,1,1
tag1619Z160205n3,1,1,1,1
tag1619Z1619Z160,1,1,1,1
tag1619Z1619Z1619Z,1,1,1,1
tag1619Z1619Z1819Z,1,1,1,1
tag1619Z1619Z182n6,1,1,1,1
tag1619Z1619Z183n6,1,1,1,1
tag1619Z204n6160,1,1,1,1
tag1619Z204n61619Z,1,1,1,1
tag1619Z204n6204n6,1,1,1,1
tag1619Z205n3160,1,1,1,1
tag1619Z205n31619Z,1,1,1,1
tag1619Z205n3163n4,1,1,1,1
tag1619Z205n3164n1,1,1,1,1
tag1619Z205n31819Z,1,1,1,1
tag1619Z205n3182n6,1,1,1,1
tag1619Z205n3183n6,1,1,1,1
tag1619Z205n3204n6,1,1,1,1
tag1619Z205n3205n3,1,1,1,1
tag1619Z205n3226n3,1,1,1,1
tag1619Z226n3164n1,1,1,1,1
tag1819Z160160,1,1,1,1
tag1819Z1601619Z,1,1,1,1
tag1819Z1619Z1619Z,1,1,1,1
tag1819Z1619Z1819Z,1,1,1,1
tag1819Z205n3205n3,1,1,1,1
tag1819Z205n3226n3,1,1,1,1
tag182n61601619Z,1,1,1,0
tag182n6205n3182n6,1,1,1,0
tag182n6205n3183n6,1,1,1,0
tag182n6205n3204n6,1,1,1,0
tag205n3205n3160,1,1,1,1
tag205n3205n3163n4,1,1,1,1
tag205n3205n3164n1,1,1,1,1
tag205n3205n3182n6,1,1,1,1
tag205n3205n3183n6,1,1,1,1
tag205n3205n3204n6,1,1,1,1
tag205n3205n3205n3,1,1,1,1
tag205n3205n3226n3,1,1,1,1
tag226n3205n3164n1,1,1,1,1
tag226n3205n3204n6,1,1,1,1
tag226n3205n3226n3,1,1,1,1
tcynt,1,1,1,1
tczcaro,1,1,1,1
td2471013coa,1,1,1,1
td24710coa,1,1,1,1
td25811coa,1,1,1,1
td258coa,1,1,1,1
td25coa,1,1,1,1
td271013coa,1,1,1,1
td2710coa,1,1,1,1
td27coa,1,1,1,1
td2coa,1,1,1,1
td371013coa,1,1,1,1
td3710coa,1,1,1,1
td471013coa,1,1,1,1
td4710coa,1,1,1,1
td5811coa,1,1,1,1
td58coa,1,1,1,1
td5coa,1,1,1,1
td710coa,1,1,1,1
td7coa,1,1,1,1
tdcoa,1,1,1,1
tddec2eACP,1,1,1,1
tdec2eACP,1,1,1,1
thbpt,1,1,1,1
thdp,1,1,1,1
thex2eACP,1,1,1,1
thf,1,1,1,1
this,1,1,1,1
thissh,1,0,1,1
thm,1,1,1,1
thmmp,1,1,1,1
thmpp,1,1,1,1
thmtp,1,1,1,1
thr__L,1,1,1,1
thrtrna,1,1,1,1
thym,1,1,1,1
thymd,1,1,1,1
tmlys,1,1,1,1
tmndnc,1,1,1,1
tmndnccoa,1,1,1,1
tmrs2eACP,1,1,1,1
toct2eACP,1,1,1,1
toctd2eACP,1,1,1,1
tpalm2eACP,1,1,1,1
trdox,1,1,1,1
trdrd,1,1,1,1
tre,1,1,1,1
trnaala,1,1,1,1
trnaarg,1,1,1,1
trnaasn,1,1,1,1
trnaasp,1,1,1,1
trnacys,1,1,1,1
trnagln,1,1,1,1
trnaglu,1,1,1,1
trnagly,1,1,1,1
trnahis,1,1,1,1
trnaile,1,1,1,1
trnaleu,1,1,1,1
trnalys,1,1,1,1
trnamet,1,1,1,1
trnaphe,1,1,1,1
trnapro,1,1,1,1
trnasecys,1,1,1,1
trnaser,1,1,1,1
trnathr,1,1,1,1
trnatrp,1,1,1,1
trnatyr,1,1,1,1
trnaval,1,1,1,1
trp__L,1,1,1,1
trptrna,1,1,1,1
ttc2coa,1,1,1,1
ttclyco,1,1,1,1
ttdca,1,1,1,1
ttdcrn,1,1,1,1
tyr__L,1,1,1,1
tyrtrna,1,1,1,1
uacgam,1,1,1,1
udp,1,1,1,1
udparab,1,1,1,1
udpg,1,1,1,1
udpgal,1,1,1,1
udpglcur,1,1,1,1
udprmn,1,1,1,1
udpsq,1,1,1,1
udpxyl,1,1,1,1
ump,1,1,1,1
uppg3,1,1,1,1
ura,1,1,1,1
urate,1,1,1,1
urdglyc,1,1,1,1
urea,1,1,1,1
uri,1,1,1,1
utp,1,1,1,1
vaccoa,1,1,1,1
val__L,1,1,1,1
valtrna,1,1,1,1
vioxan,1,1,1,1
xan,1,1,1,1
xmp,1,1,1,1
xtsn,1,1,1,1
xu5p__D,1,1,1,1
xyl__D,1,1,0,1
xylu__D,1,1,0,1
zcarote,1,1,0,0
zeax,1,1,1,1
,1,0,1,1
34dhpha,0,1,0,0
34dhpac,0,1,0,0
34dhmald,0,1,0,0
34dhoxpeg,0,1,0,0
homoval,0,1,0,0
3hpimcoa,0,1,0,0
3opimcoa,0,1,0,0
3hxkynam,0,1,0,0
48dhoxquin,0,1,0,0
3mox4hpac,0,1,0,0
3moxtyr,0,1,0,0
3hcddec5eACP,0,1,0,0
3ocddec5eACP,0,1,0,0
3hcmrs7eACP,0,1,0,0
3ocmrs7eACP,0,1,0,0
3hcpalm9eACP,0,1,0,0
3ocpalm9eACP,0,1,0,0
3haACP,0,1,0,0
3sala,0,1,0,0
3snpyr,0,1,0,0
adrnl,0,1,0,0
mma,0,1,0,0
nrpphr,0,1,0,0
dopa,0,1,0,0
4abutn,0,1,0,0
4cml,0,1,0,0
5odhf2a,0,1,0,0
4hthr,0,1,0,0
phthr,0,1,0,0
5dglcn,0,1,0,0
glcn,0,1,1,0
5hoxindact,0,1,0,0
5hoxindoa,0,1,0,0
srtn,0,1,0,0
46dhoxquin,0,1,0,0
5hxkynam,0,1,0,0
6mpur,0,1,0,0
6tins5mp,0,1,0,0
6txan5mp,0,1,0,0
3hbcoa__R,0,1,0,0
aact,0,1,0,0
mthgxl,0,1,0,0
3spyr,0,1,1,0
Lcyst,0,1,1,0
f6p_B,0,1,0,0
fru_B,0,1,0,0
cbtnCCP,0,1,0,0
dccoa,0,1,0,0
orn__L,0,1,0,0
C04051,0,1,0,0
1ddecg3p,0,1,0,0
pa120,0,1,0,0
1tdec7eg3p,0,1,0,0
pa141,0,1,0,0
tdeACP,0,1,0,0
1odec11eg3p,0,1,0,0
pa181,0,1,0,0
acgam,0,1,1,0
chtbs,0,1,1,0
dhnpt,0,1,0,0
glyald,0,1,0,0
2mbald,0,1,0,0
2mbtoh,0,1,0,0
2mppal,0,1,0,0
ibutoh,0,1,0,0
3mbald,0,1,0,0
iamoh,0,1,0,0
pacald,0,1,0,0
2phetoh,0,1,0,0
ppal,0,1,0,0
ppoh,0,1,0,0
pqqh2,0,1,0,0
pqq,0,1,0,0
id3acald,0,1,0,0
ind3ac,0,1,0,0
imzac,0,1,0,0
imzacd,0,1,0,0
aproa,0,1,0,0
glcr,0,1,0,0
glcurn,0,1,0,0
octa,0,1,0,0
octal,0,1,0,0
mm,0,1,1,0
mmtsa,0,1,1,0
dha,0,1,0,0
all6p,0,1,0,0
allul6p,0,1,0,0
2ddglcn,0,1,0,0
altrn,0,1,0,0
acmam,0,1,0,0
acmama,0,1,0,0
cgly,0,1,0,0
15dap,0,1,0,0
na15dap,0,1,0,0
aprut,0,1,0,0
n4abutn,0,1,0,0
arab__L,0,1,0,0
abt,0,1,0,0
abt__L,0,1,0,0
cellb,0,1,0,0
meoh,0,1,0,0
madg,0,1,0,0
mbdg,0,1,0,0
3h26dm5coa,0,1,0,0
c2m26dcoa,0,1,0,0
ca2,0,1,0,0
