,DM_TAG_c_low,DM_TAG_c_high
0,0.1269693262707516,0.224431952485101
1,0.1269694321874415,0.2244321400002459
2,0.1269696762208288,0.2244321193498255
3,0.1269697336483172,0.2244322361968024
4,0.1269690877923568,0.2244325165297041
5,0.1269605774560435,0.2244324447230255
6,0.1269602621716594,0.2244325209465847
7,0.1269600240431967,0.2244326804229796
8,0.1269602516817641,0.2244322881355335
9,0.1269602472220211,0.2244323934016926
10,0.1269603237719641,0.2244330921735573
11,0.1269603771296038,0.2244337818522928
12,0.1270777206632149,0.2242683511463217
13,0.1280677978635474,0.1953117095922574
14,0.127834961740343,0.1940514500452929
15,0.1278348588103438,0.19366341937676
16,0.1278346215721303,0.1937178733158037
17,0.127842375812202,0.1908802478437671
18,0.1277605111570382,0.1908647782788069
19,0.1277428894515876,0.1906555051327917
20,0.1277440808430534,0.190656441777052
21,0.127739364602187,0.1906588743041414
22,0.1277430823439179,0.1907355812238725
23,0.1275942169283098,0.1907665440175919
24,0.1275741608538333,0.1906737672193541
25,0.1270793124797974,0.1901230672983158
26,0.1271162257153338,0.1900336140947948
27,0.1271431555413927,0.1900413483982976
28,0.1271276659439882,0.190054330689157
29,0.127127657506287,0.1900333290132405
30,0.1271457376812506,0.1899875690826311
31,0.1226811300361592,0.1901111601734894
32,0.1226841755436242,0.1901207388684836
33,0.1226121310039523,0.1901619655613215
34,0.122183633807274,0.1903453557465939
35,0.1221712078021425,0.190238754160868
36,0.1218714581330913,0.1899460481013174
37,0.1218960640803081,0.1892588172769244
38,0.122098508674625,0.1892660130542394
39,0.1220989117344277,0.1888460333094945
40,0.1220756594952188,0.1888891070576414
41,0.122072828760551,0.1887849433902138
42,0.1220783906797353,0.18918398921492
43,0.1220439488893568,0.1892811937763916
44,0.12174978495211,0.1892790666349607
45,0.1217860900724366,0.1893358212735749
46,0.121816025676728,0.1893388095957627
47,0.1218246737461337,0.1893713231599872
48,0.1217782704933389,0.1894714093782193
49,0.1217766055983075,0.1895009621549843
50,0.1217926969052182,0.1896586856298388
51,0.1218133526583535,0.1895783263056742
52,0.1218195541241388,0.1896453316424913
53,0.1218197105734473,0.1898724003502827
54,0.1216500002501235,0.1899381939221981
55,0.1215984770521163,0.1899633160887942
56,0.1214918859350668,0.1899662517969082
57,0.1213542023204593,0.1899813137167106
58,0.1213373077207665,0.1900051776911334
59,0.1213482681566909,0.1894070437717874
60,0.1213148959634609,0.1894201868656236
61,0.1213263132196434,0.1894497903060068
62,0.1212982580772291,0.189469928838988
63,0.1213100246944419,0.1895218051355995
64,0.1213128233443564,0.1893317687973737
65,0.1213270086046468,0.1890612289022429
66,0.1213149390139841,0.1886421315041317
67,0.12130672065715,0.1887630239171064
68,0.1213092036720716,0.1887669694307362
69,0.1212614429000991,0.1887941935736443
70,0.1211177757683224,0.1887152911261125
71,0.1211309882002773,0.1887364947551069
72,0.1211304055789735,0.1887082358945296
73,0.1211544720571942,0.1885655970782254
74,0.1203292525908908,0.1885702664636925
75,0.1203448566050968,0.1886310494942999
76,0.1193471607193315,0.1886385362048261
77,0.1196642718682321,0.1886329832390997
78,0.119691071425266,0.1886539637823887
79,0.1196195020840745,0.1887216537328593
80,0.1196409271842672,0.1887659685435002
81,0.1195258837982026,0.1887817869901561
82,0.119483940660289,0.1888239550933672
83,0.1195296364192217,0.188810871012393
84,0.1195263076054851,0.1887273685989424
85,0.1195194078232835,0.1888236369596464
86,0.1195385686862483,0.1888485649170948
87,0.1194754706995494,0.1888846877630909
88,0.1194667129605778,0.189007679292533
89,0.1194304932126991,0.1890294248233228
90,0.1194408825297896,0.1890659373924232
91,0.1196880420033343,0.1890990132369858
92,0.1196729143544651,0.1889670038411484
93,0.1196428520526195,0.1890141561526685
94,0.1196571665646488,0.1890099750950166
95,0.1197286523508856,0.1847040487754072
96,0.1197566203741574,0.1839883182708334
97,0.1196925090936121,0.184060008134444
98,0.119643210379566,0.1841017099247752
99,0.1196491505265865,0.1842356704333289
100,0.119652567322411,0.1842320174586923
101,0.1222775116705762,0.1842183948958652
102,0.1221371200212821,0.1842321447072801
103,0.1214818439377261,0.1843706345195158
104,0.1213034725835866,0.1843205473312237
105,0.1214340408166041,0.1843621131344776
106,0.1216992814525325,0.1848188251943061
107,0.1217681737745522,0.1847613725684519
108,0.1217004861439244,0.1848074670051273
109,0.1217159040591868,0.1846919368169985
110,0.121783604684983,0.1848819396879153
111,0.1217695624847096,0.1849242104631319
112,0.1216691037378319,0.184981148247431
113,0.1216897868484247,0.1850211763081778
114,0.1218459320491464,0.1850295725886336
115,0.1218137631240879,0.1849589106064246
116,0.121820223910095,0.1849055727313293
117,0.1217995393714231,0.1848496425343281
118,0.1218528228039483,0.1847933243493494
119,0.1218387777161965,0.1847257128685118
120,0.1219076155813207,0.1846379602930936
121,0.121861340525474,0.1846907255070878
122,0.121729966729169,0.1847084888799159
123,0.1215954496015428,0.1847151330546804
124,0.1212592898412071,0.1846442560473499
125,0.1212302306078993,0.1846206838098627
126,0.1212236180242326,0.1846313959033434
127,0.1212609573113103,0.1846719118324213
128,0.1212055646581068,0.1847718394465773
129,0.1212308992617032,0.184865939838054
130,0.1213159937804197,0.18483439332934
131,0.1146196750007946,0.1849215849288103
132,0.1145576115003192,0.1848782535073433
133,0.11407433590294,0.1849301346538933
134,0.1138044724894104,0.1848772835660317
135,0.1137917948491748,0.1847866059188084
136,0.1136790159728809,0.1857268663292365
137,0.1137447017919419,0.1857755714125899
138,0.1138709697180616,0.1856232793814471
139,0.1139591596060124,0.1855440861699719
140,0.1140936860902341,0.1854202094715439
141,0.1141859890463136,0.1855195516485389
142,0.1144483644187125,0.1853206149438586
143,0.1144277496714076,0.1853291763405976
144,0.1144728393449296,0.185328620893306
145,0.1144939991060623,0.185221070514601
146,0.1143943043600262,0.1852167243606466
147,0.1147624291173381,0.1852560040524223
148,0.1146499543660156,0.185354235292906
149,0.1149384122743745,0.1853460393115721
150,0.1149829392688287,0.1849830972685678
151,0.1148117916035058,0.185044600985517
152,0.1148869771674308,0.1850943880309027
153,0.114891671323585,0.1850801127785073
154,0.1148899984982167,0.1844468564190218
155,0.1150473941338796,0.1843418327883005
156,0.1150440521154328,0.1844238834941325
157,0.1151384774743855,0.1842992950478286
158,0.1154026063119286,0.1844285417090404
159,0.1152521442653191,0.1842963381546312
160,0.1152237811694683,0.1843166722623337
161,0.1149258500728796,0.18429894847824
162,0.1148600039571525,0.1843134868671761
163,0.115035464110023,0.1842835384278016
164,0.1149970330460042,0.1841905278895936
165,0.1149753736295341,0.1842574170656184
166,0.1149483124999131,0.1807100447932934
167,0.1149645655890044,0.1772401935281471
168,0.1148720615983401,0.1773289660234799
169,0.1149671953676814,0.1771841317822169
170,0.113117972664688,0.1768431500758874
171,0.1131252260358084,0.1767142021473403
172,0.1129210290910822,0.1768501192082163
173,0.1129833863287774,0.1769407756498559
174,0.1130109579348158,0.1771685565816068
175,0.1129794719520937,0.1773534800229955
176,0.1129708823108664,0.1772624497188076
177,0.1129367789566667,0.1774704107875232
178,0.1128928800634761,0.177667304049737
179,0.112663565123047,0.1776871922179667
180,0.112697132213552,0.1777330659298874
181,0.1125806253755216,0.1712567901830407
182,0.112750954386573,0.17107296938243
183,0.1128096803665662,0.1711411901457402
184,0.1134964539488655,0.1710411998531354
185,0.1135243366887216,0.1645272262590694
186,0.1131981141593065,0.1645312752517224
187,0.1133401188552361,0.1648972807041239
