,DM_13glucan_c_low,DM_13glucan_c_high
0,0.0299368721155968,0.0808280951408473
1,0.0299369171309445,0.0808281399055182
2,0.0299368492731557,0.0808285842122791
3,0.0299368771034875,0.0808285217220747
4,0.0299368973899106,0.0808285257904199
5,0.0299270766886186,0.0808984960203736
6,0.0299270888400201,0.0808985587359121
7,0.0299270714282486,0.0808985616874814
8,0.0299271948046481,0.0828560692644605
9,0.0299271902839371,0.0828579862821371
10,0.0299271722566167,0.0828582021132989
11,0.0299222552694967,0.0828608590476075
12,0.029922282825722,0.0828568225313981
13,0.0299222633731539,0.0828530451271091
14,0.0299223027172069,0.0828575374121637
15,0.0299223271221022,0.0828579845186974
16,0.0299223333731322,0.0828588631088689
17,0.0299016999209697,0.0828560258565798
18,0.029901704853122,0.0828586340558639
19,0.0299015844347285,0.0828771219870816
20,0.0299015902003764,0.0828743606020667
21,0.02990159084685,0.0828694638436065
22,0.0299015923394816,0.0828746268505731
23,0.0299017588470077,0.0828736264256229
24,0.029901049170127,0.0828739398303616
25,0.0299007955285514,0.082864901836362
26,0.0299008291432704,0.0813358668958534
27,0.0298747593319693,0.0813395793777071
28,0.0298747313472053,0.0813476111215423
29,0.0298747604666057,0.0813435985965256
30,0.0298747145680549,0.0813589621522233
31,0.0298745440677863,0.0813584223010073
32,0.0298745225238782,0.0813573524353759
33,0.0298744049955584,0.0813810634163057
34,0.0298744430849117,0.0813756003199223
35,0.0298744621813371,0.0813710848113793
36,0.0298745568800701,0.0813762661562629
37,0.0298743968139252,0.0813815001849566
38,0.0298743620333453,0.081381141208463
39,0.0298862266943517,0.0813893810230656
40,0.0288668025918646,0.0813914049252572
41,0.0288499284928441,0.0887238944335439
42,0.0288496659957248,0.0887322645481635
43,0.0275613703311646,0.0887317472820999
44,0.0275613693611593,0.0887118397900976
45,0.0275575583348991,0.0890943439744046
46,0.0275576989421178,0.0891445146449995
47,0.0275564266462183,0.0891634198684245
48,0.0275567923926572,0.0895131638856406
49,0.027556360266045,0.0894933044944853
50,0.0275548991093137,0.0895152438793829
51,0.0275519283142684,0.0891033157953756
52,0.027536543802036,0.0890903533015661
53,0.0275335565343654,0.0890593825169703
54,0.0275263293026504,0.0890248503555096
55,0.0275256372188975,0.089062218327334
56,0.0271439112396025,0.0890425022794185
57,0.0271332450697411,0.0890576967716807
58,0.0270765710966917,0.08910448228598
59,0.0270718438911898,0.0891839780351414
60,0.0270719414099006,0.0892007401288473
61,0.0270733942367332,0.0891605845445399
62,0.0270712149758512,0.0891542446694652
63,0.0270711704825028,0.0891293613689781
64,0.0270666195851373,0.0890978228264247
65,0.0270675903243538,0.0890343700742427
66,0.0270685254745421,0.0890276569483825
67,0.0270701494005025,0.0890540964452533
68,0.0270713790835927,0.0885390358998762
69,0.0270719782954099,0.0885983523188915
70,0.0270263936575745,0.0885943123070296
71,0.0270254530870956,0.0886126619226086
72,0.0270247615420128,0.0886633627368197
73,0.0270261212784173,0.0886454447160641
74,0.027029655464443,0.0886646161741024
75,0.0270266849477856,0.0887056860434653
76,0.0270178042909358,0.0887095023363421
77,0.0270273710387711,0.0887559487811168
78,0.0270309235851554,0.0887374048671229
79,0.027029460459588,0.0887323843200879
80,0.0270303083272677,0.0887473731285493
81,0.0270269125801904,0.086778798283441
82,0.0270276515377538,0.086745578033172
83,0.0270293500021896,0.0867520497549848
84,0.0270332600561167,0.0867942042977722
85,0.0270332996474685,0.0867645860009779
86,0.0270338245235793,0.0868248441982587
87,0.0270365678240943,0.0868229823939963
88,0.0270357432242966,0.0874460169575993
89,0.0270361661164367,0.0874656143488612
90,0.0270438089132129,0.0875333082263921
91,0.025668697922416,0.0875952614739064
92,0.0256698440136426,0.0875758752292718
93,0.02566643484332,0.0876558702995988
94,0.0256688932774869,0.0876796806586125
95,0.025668846758145,0.0877017743181322
96,0.0256670831795193,0.0877140111252658
